priority	id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	human_label
6686	19551	اذا صح خبر ترقية عبد الغفار الشريف فببارك وبتفأل جدا لانه حيقضي تماما علي جناح قوش وعلي عثمان في الجهاز و حيلاقينا في النهائي، والا كيف كنا نفسر مقولة "وستنتهي بفتنة فيما بينهم و سيقتلعون من الارض اقتلاعا و #تسقط_تالت تسقط بس	old_twitter	hate_tribal	HATE	HATE	OFFENSIVE	2	HATE	
6687	25124	الفصل الأول: تحرر أخلاقيا الفصل الثاني: تعرف على الأشياء كما هي الفصل الثالث: اتخذ الشيطان خليلا الفصل الرابع: كوّن فلسفتك الأخلاقية الفصل الخامس: اخطاء شائعة الفصل السادس: تزوج اللعبة الفصل السابع: *فصل سري* الفصل الثامن: كن فيكون الفصل التاسع: تشبث الفصل العاشر: الخلود	old_twitter	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6688	2276	غير انها تؤكد ان ما ورد بالبيان وبالروح التي حملها يمثل اتجاها خطيرا للانتقاص من حرية التعبير، وتهديدا لاصحاب الراي، وهو يستند بالاساس لحزمة من القوانين غير الديمقراطية التي صيغت خلال العهد البائد وسعت لسلب حرية الراي والتعبير، كان المامول ان يتم الغائها او تعديلها جذريا	war_corpus	threats	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6689	39045	مدينة ابوزيد طيران الفلول يفتك بالمليشيا تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	war_corpus	neutral_news	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6690	8021	كسم شكرا عبد العزيز الحلو وكسم شكرا حميدتي وكسم شكرا حمدوك وكسمنا كلنا شعب غير الرقاد والشرمطه للساسه والمرتزقه م عندو شي	old_twitter	hate_tribal	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
6691	8703	القوات المسلحة، والقوات النظامية الاخرى، والمستنفرين يستلمون عددا كبيرا من المركبات والعتاد، وهلاك العشرات من مرتزقة مليشيا الدعم الارهابية المتمردة المملوكة لاسرة دقلو اخوان؛ في طريق تحرير جبل موية سنار ٢٧ يونيو ٢٠٢٤م السودان القوات_المسلحة_السودانية المقاومة_الشعبية تحت قيادة القوات المسلحة نحن في الشدة باس يتجلى معركة_الكرامة مليشيا_حميدتي_منظمة_ارها_بية جيش_واحد_شعب_واحد	war_corpus	violence_reporting	HATE	HATE	NEUTRAL	2	HATE	
6692	33044	انا المواطن السوداني محمد احمد بشير بي كامل رغبتي وقواي العقليه افوض الجيش السوداني تفويض كامل ودائما بي القضاء علي اي مرتزق يريد تدمير البلاد واقر واحترف بالمؤسسة العسكريه السوداني هي صمام الامان وقوة الشعب السوداني	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	
6693	36795	القوة المشتركة للحركات المسلحة سقوط 800 قتيل في صفوف المليشيا بينهم مرتزقة يحملون جنسيات مختلفة خلال معارك مدينة الخوي بولاية غرب كردفان وسيطرنا على 80 مركبة قتالية بحالة جيدة ودمرنا 43 عربة اخرى في معركة استمرت لتسع ساعات متواصلة _انضم للمشهد السودان علي تلغرام عبر الرابط	war_corpus	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6694	39939	ملخص الحوار مع عبدالفتاح البرهان هل سقطت حكومة الكيزان؟ ليس بعد. قوموا الى اعتصامكم واضرابكم يحفظكم الله #تسقط_ثالث #تسقط_بس #اعتصام_القيادة_العامة	old_twitter	hate_political	HATE	HATE	NEUTRAL	2	HATE	
6695	6774	احد عناصر المليشيا الذين نجوا من طوفان كردفان يحكي تفاصيل الفتك والمتك المره الجاية بتمشي لي ام دافوق كداري تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	war_corpus	neutral_news	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6696	7674	احد عناصر المليشيا الذين نجوا من طوفان كردفان يحكي تفاصيل الفتك والمتك المره الجاية بتمشي لي ام دافوق كداري تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	war_corpus	violence_incitement	HATE	HATE	NEUTRAL	2	HATE	
6697	896	عاجل حميدتي اقول للاحزاب اتركوا رئيس الحكومة يختار وزراءه بحرية حتى نستطيع محاسبته انت بتعرف تحسب؟ و تحاسبو بصفتك منو؟ المحاسبة مهمة المجلس التشريعي الما داير تكونو يحاسبك و يحاسب حمدوك	war_corpus	violence_incitement	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
6698	11622	بل بل والله الكلاب انجغمو جغم في كبكابية اليوم تاني كل يوم مشاااوي، على الجمر وعلى الفحم دك حواضن الجنجويد واجب بل بس يا ملاقيط	war_corpus	hate_tribal	HATE	NEUTRAL	HATE	2	HATE	
6699	11899	افراد مليشيا الدعم السريع في السعودية بنجران يحتفلون بالابادة الجماعية وسقوط الفاشر ما راي الحكومة السعودية وما راي قاداتنا في الجيش السوداني وما راي وزير الدفاع ووزير الخارجية تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	war_corpus	violence_incitement	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
6700	11992	المسيرات المبروكه تفتك بالمليشيا وانباء عن هلاك القائد المليشي حمودي فولجنق اخو الهالك التاج فولجنق بمحور كردفان وعدد من افراده تابع قناة المراسل السوداني علي الواتساب تابعنا في التلغرام	war_corpus	neutral_news	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
6701	28420	مستشار المليشيا المتمردة يوسف عزت لقناة الحدث قواتنا تتعرض لابادة جماعية ونطالب الامم المتحدة بالتدخل العاجل	war_corpus	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
6702	4478	اي مرتزق خشى التبون او اتصور جنب لوحة اللواء 70 انجغم بلا استثناء ، التبون نظيفة التبون تتبع لولاية النيل الابيض منطقة تماسية مع سنار ، هرب اليها عدد من المرتزقة الفارين من المصنع والدالي ناصر مختار بابكر تابعونا على الرابط قناة التلغرام _____ قناة الواتساب	war_corpus	dehumanizing	HATE	HATE	NEUTRAL	2	HATE	
6703	5832	ياخي انت مالك ومال المهنين خليك في طبيلك ياكوزيا جبان ياكلب #تسقط_بس	old_twitter	hate_political	HATE	HATE	OFFENSIVE	2	HATE	
6704	7711	#تسقط_بس مريم الصادق و***** أي كوز ابن كلب التافهين ديل من زمان شغالين نخر في الثورة وما استبعد دعمهم لمسيرات الزواحف المسلحة! ياخي ديل ناس من الله خلقهم شغالين نخر في الدولة دي كلها! مجارمة احفاد الدجال! #هيكله_المؤسسات_الامنيه #تحديات_الفتره_الانتقاليه	old_twitter	revolution_terms	HATE	HATE	OFFENSIVE	2	HATE	
6705	9339	عزيزي الثائر هل تعلم ان الكوز كائن متحول زي ما قال فارس النور دايرين تمارسوا السياسة انضموا للاجسام السياسية او كونوا اجسام بتمثلكم او شجعوا اللعبة الحلوه	war_corpus	hate_political	HATE	HATE	OFFENSIVE	2	HATE	
6706	9922	يا حليلا سبورتك،،الجوطة والكراس،، الحصة والفسحة،،طابورنا واخر اليوم،،الامضاء والممتاز،،استاذ ضميرك حي،،ابيض قليبك ضي،،زي صفحة الكراس،،سامحنا يا استاذ،،كتلوك كلاب الجهل،،كرسي السجم يحرق،،وحكومة الكيزان مدن_السودان_تنفض	war_corpus	dehumanizing	HATE	HATE	OFFENSIVE	2	HATE	
6707	11131	العايز يقعد ينسج قصص عن الاقصاء وينجر ورا اكاذيب النظام مرة ديل ناس عبدالواحد ومرة عملاء ومرتزقة ومرة ديل شيوعيين وبعثيين وفازلين وجرسلين وجرذان دا صاحب غرض والغرض مرض ولا يخاف من ثورة الشعب الا المجرمين. #تسقط_بس #موكب21مارس #مدن_السودان_تنتفض	old_twitter	hate_political	HATE	HATE	OFFENSIVE	2	HATE	
6708	15715	اي مرتزق خشى التبون او اتصور جنب لوحة اللواء 70 انجغم بلا استثناء ، التبون نظيفة التبون تتبع لولاية النيل الابيض منطقة تماسية مع سنار ، هرب اليها عدد من المرتزقة الفارين من المصنع والدالي ناصر مختار بابكر تابعونا على الرابط قناة التلغرام _____ قناة الواتساب	war_corpus	hate_political	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6709	17772	عبد الرحيم رجل فارس وبطل ماهو زي قياداتك انت الكيزان الجبناء والحاجة التانيه نحن الشعب السوداني كل اهلنا اشهد الله لو مات طفل بوجعها ولكن هذا ماارادوهو الكيزان للشعب السوداني الطيب المسكين المغلوب علي امره	war_corpus	dehumanizing	HATE	HATE	OFFENSIVE	2	HATE	
6710	17858	معرد ماشي ييييييين مفارق ارض الفلول	war_corpus	dehumanizing	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
6711	18066	يا حليلا سبورتك،،الجوطة والكراس،، الحصة والفسحة،،طابورنا واخر اليوم،،الامضاء والممتاز،،استاذ ضميرك حي،،ابيض قليبك ضي،،زي صفحة الكراس،،سامحنا يا استاذ،،كتلوك كلاب الجهل،،كرسي السجم يحرق،،وحكومة الكيزان مدن_السودان_تنفض	war_corpus	violence_reporting	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
6712	18385	واحد بينعي دعامي قال يعزنيني انه مات في شهر رمضان يازول العبرة بالعمل ابوجهل قتل في يوم 17 رمضان و فرعون مات في يوم عاشوراء جيشنا المكرم الدنيا رمضان حاول خلص الجماعة ديل عشان لما الشياطين تتفكه تلقاهم دنيا زايلي	war_corpus	hate_political	HATE	OFFENSIVE	HATE	2	HATE	
6713	30513	#مدن_السودان_تنتفض تسقط بس اهاؤلا هم الجرذان الذين تتحدث الحكومه عنهم لا والله هذا هو الشعب الجسور معلم الشعوب فى كل المحافل غدا كل كوز يدخل جحره ويتنكر	old_twitter	hate_political	HATE	HATE	OFFENSIVE	2	HATE	
6714	32644	الخيانة احيانا بتجي بي سبب حب او خطوبة قديمة رحصل فراق بسبب تافه وعبر الزمن راجعوا حساباتهم كلها وجمعهم موقف او رجع بيهم الحنين وبكون كل طرف مشي لي طريقه واتزوجوا وعادوا الحنين والشيطان هنا دخل ولعب دوره واتطورت العلاقة وهنا مابنحدد وصله وين.	old_telegram	hate_political	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
6715	32985	محمد عيسى قائد ثاني قوات الدعامة التي تم جغمها بمعركة الاذاعة ب ناحية شارع العرضة وكان في اول عربية وراسه ضارب من الشرك العجيب المضروب حولهم وانجغم ابشع جغمة شاهدها دعامي من قبل يبدو من عمائله القذرة ودمويته وشره المستطير قال اسد قال الجغامات فووووق الله غالب طارق محمد خالد	war_corpus	hate_political	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
